tweet_asli,tweet_after_prepros,sentiment
momen timnas sty di wcq2026 udah habis pas kalah lawan china dan saatnya federasi membuktikan sih kalau aff beneran bukan level kita dengan nurunin full skuad yang bisa di panggil dan bener2 mendominasi aff. saatnya pembuktian dong sty.,momen timnas sty wcq2026 habis pas kalah lawan china federasi bukti sih aff benar level nurunin full skuad panggil benar dominasi aff bukti sty,Negatif
 seperti biasa di tengah kompetisi selalu kehabisan bensin tapi pertandingan malam ini pemain timnas kalah pengalaman dan kalah mental dari pemain japan semoga sty dengan 4 hari bisa memaksimalkan para pemain setidaknya 1 poin.,kompetisi habis bensin tanding malam main timnas kalah alam kalah mental main japan moga sty 4 maksimal main 1 poin,Positif
   lah lu mau nonton timnas apa eli anj...,tonton timnas eli anjing,Negatif
ini ada yg bisa jelasin gk kenapa #imkevin tiap di gbk cakep bgt kocak ga pas kahf skrg pas nobar timnas,jelasin gbk cakep banget kocak pas kahf pas tonton bareng timnas,Positif
5 alasan timnas indonesia kalah 0-4 dari jepang: serangan balik sudah bagus tapi lawannya raja asia! https://t.co/g0nhnz5qvc,5 alas timnas indonesia kalah 04 jepang serang bagus lawan raja asia,Negatif
 bukan salah timnas. lawan nya aja kebagusan,salah timnas lawan iya bagus,Negatif
ridhooo sumpah beneran mau sungkem dari u23 smpe round 3 senior lo gacor banget keep up the good work ridho di persija sm timnas selalu all out kerennn,ridhooo sumpah benar sungkem u23 round 3 senior gacor banget keep up the good work ridho persija timnas all out keren,Positif
ngga ada yg salah dari timnas kita kualitas jepan memang jauh di atas kita,salah timnas kualitas jepan,Netral
 nomer punggung baju nya kak iman dan kevin tuh lg pd nobar timnas,nomer punggung baju iya kak iman kevin tuh tonton bareng timnas,Netral
 dipiala asia juga cuma bisa menang lawan vietnam. emang kualitas timnas dibawah sty selevel asia tenggara. tapi bnyk pengacara shintaeyong yg ngomong level kita bukan asia tenggara lagi ngmng kya gitu krna modal seri lwn arab australia. idiioot ama cina aja terpongkeng,piala asia menang lawan vietnam kualitas timnas bawah sty level asia tenggara acara shintaeyong omong level asia tenggara omong kaya modal seri lawan arab australia idiioot cina terpongkeng,Negatif
   dih yg lebih tau kondisi pemain itu ya pelatih. emang lu ikut mendampingi selama ini? wkwk sok sok an bgt tau kalo pemain lagi serius apa engga. pelatih timnas juga udah profesional kali ga bakal sembarangan didik anak buahnya. lu aja yg sotau,dih kondisi main iya latih damping wkwk sok sok an banget main serius latih timnas profesional kali sembarang didik anak buah sotau,Negatif
   terus menurut lu kek mana sepakbola indonesia bisa maju? justru dgn adanya naturalisasi itu salah satu caranya. aku ga nyalahin opini lu itu hak lu. tp ada baiknya disjmpen aja kak kami cm mau sepakbola kami maju timnas kami maju.,kayak sepakbola indonesia maju naturalisasi salah salah opini hak baik disjmpen kak sepakbola maju timnas maju,Negatif
 hariini timnas bagus semuaaa,hariini timnas bagus,Netral
 lu akan sulit cetak gol timnas  klo cmn ngandelin el klemer sama ragnar trus2an... gk ada yg mau opsi lain segala eliano gk masuk skema....,sulit cetak gol timnas cuman ngandelin el klemer ragnar trus2an opsi eliano masuk skema,Negatif
masii nongkrong abis nonton timnas nii  #ngobroline,masii nongkrong habis tonton timnas,Negatif
 beda dong madrid sama barca kan selevel klo timnas sama jepang bagai bumi dan langit,beda madrid barca level timnas jepang bumi langit,Negatif
ayo timnas indonesia buktikan kemampuan kalian! semua pendukung di sini siap buat memberi semangat! #timnasmandiri #timnasindonesiamandiri,ayo timnas indonesia bukti mampu dukung semangat,Positif
  kalo sampe pecat dari hasil qualifier ini mnurutku terlalu bahaya ada banyak aspek yg mesti dipenuhi di kepelatihan berikutnya. karena posisinya kita lagi membangun sepakbola. kontrol ruang ganti perubahan taktik target &amp; project. beresiko restart timnas dari awal,pecat hasil qualifier mnurutku bahaya aspek mesti penuh latih posisi bangun sepakbola kontrol ruang ganti ubah taktik target amp project resiko restart timnas,Negatif
 harusnya enggak ya .. harus nya malah terpacu buat cetak skor di timnas ..,iya iya pacu cetak skor timnas,Netral
  tidur aja cik gak usah dipikirin. wajar timnas pemainnya juga nambah terus dan masih perlu banyak chemistry lagi tadi pas main juga seringnya pada hilang bola. dari kalah kita jadi gak lupa darat pengingat jatuh bangun itu biasa namanya juga proses.,tidur cik pikir wajar timnas main tambah chemistry pas main hilang bola kalah lupa darat ingat jatuh bangun nama proses,Positif
 km bkn timnas sejati,timnas sejati,Positif
apresiasi setinggi-tingginya untuk timnas indonesia kita masih proses bukan sudah diatas jangan lelah untuk berproses. hari ini kita boleh kecewa kalah lawan raja asia tapi jangan lelah untuk selalu keep supporting them.,apresiasi setinggitingginya timnas indonesia proses atas lelah proses kecewa kalah lawan raja asia lelah keep supporting them,Netral
calon striker timnas. terus nonton pas di bantai jepang. ole: dahlah batalin aja naturalisasi nya .,calon striker timnas tonton pas bantai jepang ole dah batalin naturalisasi iya,Negatif
tapi beneran lawan jepang ini yaah nothing to lose aja realistis kalo emang lawannya ga cuma berat tapi berat banget . tetep apresiasi sama anak timnas di menit awal beneran wow walaupun finishing nya......gapapa. semoga dengan ketemu bang jepang bisa dijadiin pembelajaran,benar lawan jepang iya nothing lose realistis lawan berat berat banget apresiasi anak timnas menit benar wow finishing nyagapapa moga ketemu abang jepang jadi ajar,Positif
kalo lagi timnas di gbk liat taxi tuh langsung flashback jaman bocah nonton timnas bareng bonyok (bokap nyokap) berangkat bareng rombongan bis jakemayoran pulangnye menit 80-85 naek taxi ke kemayoran tembak harga gocap.,timnas gbk lihat taxi tuh langsung flashback jaman bocah tonton timnas bareng ayah ayah berangkat bareng rombong bis jakemayoran pulangnye menit 8085 taxi mayor tembak harga gocap,Negatif
  no wonder fans timnas persib,no wonder fan timnas persib,Netral
 dia pusing liat finishing timnas yang bapuk un,pusing lihat finishing timnas bapuk un,Netral
sudah mengagendakan nonton timnas kalo mees sudah pulih. semoga pas lawan bahrain sama china udah bisa join.,agenda tonton timnas mees pulih moga pas lawan bahrain china join,Positif
  ngapain aff lagi? yg perlu ditekankan aff itu bukan event resmi. pemain terbaik bisa jadi gak tampil di event itu. suatu timnas bisa jadi gak menampilkan kondisi terbaiknya.,kapai aff tekan aff event resmi main baik tampil event timnas tampil kondisi baik,Positif
 nanti kalo lawan arab harus prediksi nya harus menang yaa buat timnas,lawan arab prediksi iya menang iya timnas,Netral
teruss alhamdulillah banget dapet gojek. tadi susah bener nyari gojek keknya pada nonton timnas. tadi juga ga kena ujan cuyy ga lama setelah gua sampe rumah baru ujan the end. gua harus beneran tidur sekarang wkwkwk,alhamdulillah banget gojek susah cari gojek kayak tonton timnas kena ujan cuy rumah ujan the end benar tidur wkwkwk,Negatif
    dan kemudian dirtek jdi jembatan antar pelatih klub dan timnas berkomunikasi. dan mnurut w sisi sty ini yg jelek bnget pdahal di era luis milla sring berdiskusi dgn pelatih liga 1 smntara sty ini minim,dirtek jembatan latih klub timnas komunikasi mnurut sisi sty jelek banget era luis milla sring diskus latih liga 1 smntara sty minim,Negatif
mari nonton timnas mesti pgn punya bapak kyk pak muh,mari tonton timnas mesti pengin kayak muh,Negatif
fans timnas indo sekaligus madrid dengan kesadaran penuh : https://t.co/pkaa7kvwfp,fan timnas indonesia madrid sadar penuh,Netral
timnas pusat lawan jepang ae durung mesti menang po neh timnas cabang.,timnas pusat lawan jepang durung mesti menang po timnas cabang,Netral
 waktu itu timnas juga lawan palestina,timnas lawan palestina,Netral
gua udah pesimis dari bulan kemaren juga pasti timnas kita dibantai abis ama jepang,pesimis kemarin timnas bantai habis jepang,Negatif
lengkap minuse timnas kalah https://t.co/mcfynft7u7,lengkap minuse timnas kalah,Negatif
   emang ada jaman sekarang timnas seampas ini? wkwkwkwkwk https://t.co/gwzom8xu5r,jaman timnas ampas wkwkwkwkwk,Negatif
gw jarang banget yaa muji bang verdonk klo gw inget - inget. padahal dia selama di timnas selalu bagus menurut gw all out bgt,jarang banget iya muji abang verdonk timnas bagus all out banget,Positif
  tapi enya sih gimmick2 abang2an sama adek2an para pemain timnas bikin geli anjir,enya sih gimmick2 abang2an adek2an main timnas bikin geli anjing,Negatif
tentuu lahh apapun keadaannya tetap semangat untuk mendukung timnas indonesia,tentuu apa ada semangat dukung timnas indonesia,Netral
 yang salah yaaa ekspektasi pendukung timnas yg berharap hari ini melawan jepang karena materi pemain skrg bnyk pemain abroad. apalagi kalo after match sampe ada yang dikambing hitamkan dan nyerang sosmednya. itu namanya gblk,salah iya ekspektasi dukung timnas harap lawan jepang materi main main abroad after match kambing hitam serang sosmednya nama gblk,Negatif
apa yang salah dari timnas kita? jujur aja untuk saat ini yang salah ya ekspektasi kita. realistis aja indonesia belum sekuat itu.,salah timnas jujur salah iya ekspektasi realistis indonesia kuat,Negatif
baru belajar jalan jangan suruh buru-buru belajar lari ya ges yaaa karena semua ada prosesnya. ayoo terus pantau arah perkembangan timnas sepakbola yg skrg (di kelompok umur ataupun senior) biar kapan2 bisa ngomong dulu gue tau ngikutin dari jaman belom kaya sekarang mereka,ajar jalan suruh buruburu ajar lari iya ges iya proses ayo pantau arah kembang timnas sepakbola kelompok umur senior biar kapan omong ikut jaman kayak,Negatif
  lah itu timnas jepang yg turun td di eropa semua maennya ngk ada dr liga dia...,timnas jepang turun eropa maennya liga,Netral
bos gue di gbk nonton timnas kalau ada yang butuh pelampiasan emosi boleh langsung timpuk atau gelindingin dari tribun ya. dia orang jepang kok jadi pasti kalian puas. ^^,bos gbk tonton timnas butuh lampias emosi langsung timpuk gelindingin tribun iya orang jepang puas,Netral
kalo masih ada yg berlebihan hujat pemain/pelatih timnas sih mending tes kejiwaan dah,hujat pemainpelatih timnas sih tes jiwa,Negatif
 tapi saya tetap apresiasi kinerja sty ngebangun timnas. skrng tinggal tingkatkan lagi permainannya.,apresiasi kerja sty ngebangun timnas tinggal tingkat main,Positif
  bener lagi dapet wasit normal tim lawan normal lah pelatih timnas kita yang gak normal. malah model anomali.,wasit normal tim lawan normal latih timnas normal model anomali,Positif
   kalau gitu ya gak perlu main gk perlu bertanding harusnya wo dan jepang langsung lolos aja gk prlu lawan siapapun. ingat timnas jepang itu isinya manusia bukan dewa analisis diperlukan untuk meningkatkan peluang kita juga.,iya main tanding wo jepang langsung lolos lawan timnas jepang isi manusia dewa analisis tingkat peluang,Positif
manaa timnas kalahh,manaa timnas kalahh,Netral
yaa nikmatin aja ekspektasi tinggi kita akan prestasi timnas.. enjoy vibesnya euforianya. orang mau mimpi mah gausah dilarang2 diatur2. kalo ga kesampean mimpinya yaudaa.. nikmatin lagi aja paitnya...,iya nikmat ekspektasi prestasi timnas enjoy vibesnya euforia orang mimpi mah dilarang2 diatur2 mimpi yaudaa nikmat paitnya,Positif
 timnas dijajah jepang boy:((((,timnas jajah jepang boy,Negatif
  sebenernya dari awal juga timnas incer posisi 3 atau 4 di klasemen sii jadi gak usah ganti pelatih dulu timnas indo juga baru setengah mateng soalnya,timnas incer posisi 3 4 klasemen sih ganti latih timnas indonesia mateng,Netral
     sdm indo emg gitu bro mreka lupa rank timnas mreka 3 digit mungkin mreka kira dgn gnti pelatih king indo akan win streak,sdm indonesia saudara laki lupa rank timnas 3 digit ganti latih king indonesia win streak,Netral
  logis nya emang di piala asia 2027 dan piala dunia 2030 itu prime prime nya pemain timnas walaupun emang udah kelewat masa prime haye jordi sandy tapi kebanyakan pemain sekarang usia prime nya ya di 2027 dan 2030 nanti,logis iya piala asia 2027 piala dunia 2030 prime prime iya main timnas lewat prime haye jordi sandy banyak main usia prime iya iya 2027 2030,Netral
 gegara timnas by,gara-gara timnas by,Negatif
wajar sih kalah lawan jepang yaa udah bagus juga permainan indo vs jepang bla bla bla bla dan celotehan lain yg mewajarkan. taiii. timnas o dewe.,wajar sih kalah lawan jepang iya bagus main indonesia vs jepang bla bla bla bla celoteh wajar taiii timnas o dewe,Negatif
pemain timnas jepang muka2 wibu tapi pada jago ya main bolanya ...,main timnas jepang muka wibu jago iya main bola,Positif
cobaan timnas soleh,coba timnas soleh,Netral
    mereka mah pecinta sty bukan pecinta timnas bagus mereka gpp timnas hancur yg penting sty bahagia,mah cinta sty cinta timnas bagus apa timnas hancur sty bahagia,Negatif
 formasi strategi 3-4-3 kayaknya ngga cocok sama permainan timnas. klo menurut sy sih coach sty harus ganti formasi 4-3-3 atau 4-2-3-1 saat menghadapi arab saudi tanggal 19 november 2024,formasi strategi 343 kayak cocok main timnas sih coach sty ganti formasi 433 4231 hadap arab saudi tanggal 19 november 2024,Netral
hasil kualifikasi piala dunia 2026: timnas indonesia 0-4 jepang https://t.co/pktj5uzlml https://t.co/tcgeg1zoip,hasil kualifikasi piala dunia 2026 timnas indonesia 04 jepang,Positif
timnas ga salah ekspektasiku seng salah ncen,timnas salah ekspektasiku seng salah ncen,Negatif
 fans timnas sekarang emang galak-galak gaboleh ada yang ngomong jelek sedikit pun tentang timnas kalo ga percaya lihat aja kolom komentar di postingan ini wkwk https://t.co/jyntetnkbl,fan timnas galakgalak gaboleh omong jelek timnas percaya lihat kolom komentar postingan wkwk,Negatif
pembenci timnas dan justin hubner dapat bahan untuk mencaci maki malam ini.,benci timnas justin hubner bahan caci maki malam,Negatif
 yang salah ekspektasi pendukung timnas terhadap sty haha,salah ekspektasi dukung timnas sty tertawa,Positif
 timnas kalah om.,timnas kalah om,Negatif
timnas kalah jir,timnas kalah anjing,Negatif
tetap semangat buat para pemain timnas indonesia. kalah melawan jepang semoga menjadi cambukan positif ketika melawan arab saudi nanti. sn belum comeback aja gue masih setia kok #timnasday,semangat main timnas indonesia kalah lawan jepang moga cambuk positif lawan arab saudi sn comeback setia,Negatif
 sebagai fans madrid dan timnas. saya depresif,fan madrid timnas depresif,Netral
 ngapain beli game sharing. mending beli original kocak bisa main online. noh di steam epic &amp; ea apps lagi diskon 50%. kalo masalah timnas indo bisa langganan mod ilm bjirrrr.,kapai beli game sharing beli original kocak main online noh steam epic amp iya apps diskon 50 timnas indonesia langgan mod ilm bjirrrr,Positif
calon wakil bupati tulangbawang barat nadirsyah menunjukkan dukungannya terhadap semangat olahraga dengan menggelar acara nonton bareng (nobar) pertandingan sepak bola timnas indonesia melawan jepang. https://t.co/ymv9qbyqks,calon wakil bupati tulangbawang barat nadirsyah dukung semangat olahraga gelar acara tonton bareng tonton bareng tanding sepak bola timnas indonesia lawan jepang,Netral
timnas indonesia kalah lawan jepang 0-4 ini kata rizky ridho #timnasday https://t.co/9ly3th0sk8,timnas indonesia kalah lawan jepang 04 rizky ridho,Negatif
 td aku nonton yg adiyani dia agak hati2 bgt soalnya buat ga nyalahin siapapun bahkan di tiap gol yg terjadi kynya wesley udah mendem unek2 dr lama deh kalo timnas main pasti byk yg ngegoreng yg beneran wartawan senior ky dia sama bung koes biasanya emang selalu frontal,tonton adiyani hati banget salah gol kynya wesley mendem unek2 deh timnas main ngegoreng benar wartawan senior kaya koes frontal,Negatif
belajar jadi jepang ngebangun timnas dari puluhan tahun sebelumnya dengan kompetisi berjenjang punya target bukan sekedar rajin masuk fifa wc tapi juara fifa wc thun 2030.. yang utamanya adalah ekspor pemain ke luar.,ajar jepang ngebangun timnas puluh kompetisi jenjang target dar rajin masuk fifa wc juara fifa wc 2030 utama ekspor main,Negatif
 perlu lah.. demi kebaikan timnas apapun gua lakuin.. ngga apa2 di blg buzzer sty ngga sudi gua sty diginiin.. ke bukti di lapangan kayak.. mereka2 ini mainnya kayak goblok.. yg pemain2 di video ini ya bukan pemain senior yg lain,baik timnas apa apa bilang buzzer sty sudi sty begini bukti lapang kayak mereka main kayak bodoh pemain2 video iya main senior,Negatif
 terima kasih timnas garuda yang sudah berjuang nonstop hingga detik terakhirðÿ‡®ðÿ‡© good job guys we proud of you kami tetap bangga pada kalian ayo bangkit &amp; terbang lebih tinggi garuda ku kami akan selalu ada disini untuk mendukungmu tanpa henti,terima kasih timnas garuda juang nonstop detik good job teman we proud of you bangga ayo bangkit amp terbang garuda ku dukung henti,Positif
nggak dipungkiri kita emang butuh finisher yang haus gol mungkin ole bisa ngejawab kebutuhan timnas saat ini buat bang ole mohon maaf berkas sudah diproses nggak bisa diambil lagi,dipungkiri butuh finisher haus gol ole ngejawab butuh timnas abang ole mohon maaf berkas proses ambil,Negatif
sedih tpi gw bangga sma timnas ðÿ‡®ðÿ‡©,sedih bangga timnas,Netral
kacau. ga pernah taruh ekspektasi tinggi ke timnas di tahap ini tapi mainnya selalu buat geregetan. berharap bisa main bener aja masih jauh kayaknya. masih jauh level timnas indonesia.,kacau taruh ekspektasi timnas tahap main gereget harap main kayak level timnas indonesia,Netral
merindinggg. makasih yaa timnas dan supporter yg udh sama2 berjuang keras *salfok lagunya belum diganti bjieeerrr masih kecepetan versinya,merinding terima kasih iya timnas supporter juang keras salah fokus lagu ganti bjieeerrr kecepetan versi,Netral
apa timnas ini kena 'ain ya hahahahaha soalnya makin kesini malah makin kesana woi,timnas kena ain iya hahahahaha kesini kesana woi,Negatif
laporan bisa kapan aja tapi timnas ga bisa kapan aja,lapor timnas,Positif
 boro boro ek di amuk ku sty eta pemain lain kesadaran sendiri ngan diminta ku timnas,boro boro ek amuk ku sty eta main sadar ngan ku timnas,Negatif
siaran timnas paling apik di emtek emang,siar timnas apik emtek,Netral
 setuju rasanya kek sangarnya nathan u23 gak kerasa selama main di timnas senior.,tuju kayak sangar nathan u23 rasa main timnas senior,Negatif
  yaelah tinggal bilang fans fomo aja apa susahnya bang? ga semua fans 2000an gila kayak gitu kebanyakan fans fomo gajelas yang ngikutin timnas karena lagi nanjak dan ada pemain diaspora yang ganteng,yaelah tinggal bilang fan fomo susah abang fan 2000an gila kayak banyak fan fomo ikut timnas nanjak main diaspora ganteng,Negatif
 sejak eliano menyatakan pindah ke warga negara anggota demi membela timnas.. eliano sudah menjadi saudara kita... sty itu di gaji bukan warga negara indonesia...masak saudara kita... jauh2 terbang dari belanda memenuhi panggilan timnas.. masuk cadangan saja tidak...,eliano pindah warga negara anggota bela timnas eliano saudara sty gaji warga negara indonesiamasak saudara jauh2 terbang belanda penuh panggil timnas masuk cadang,Negatif
 secara itung2ngan ekspektasi timnas masih berpeluang dapetin 10 poin,itung2ngan ekspektasi timnas peluang 10 poin,Positif
mannn timnas really f-ed up the game lu pdhl ngundang orang2 yang jarang nonton bola tapi nonton hanya untuk dukung timnas tapi lu f-ed up everything. ya balik lagi ke stigma sedekade lalu lah ya...,mannn timnas really fed up the game ngundang orang jarang tonton bola tonton dukung timnas fed up everything iya stigma dekade iya,Netral
bener aje... rameny tadi diatas jam 8 malem. pada nontonin timnas dl kali ya ? itu warkop disebrng jalan juga rame bngt orng nonbar tadi.,rameny atas jam 8 malam nontonin timnas kali iya warung kopi disebrng jalan ramai banget orang nonbar,Negatif
udahlah gais gausah marah-marah penampilan jeketi ga kerekam. yang penting mereka udah tampil di gbk ngiringin timnas yg main hari ini. itu prestasi bagus loh dikasih kepercayaan,gais marahmarah tampil jeket rekam tampil gbk ngiringin timnas main prestasi bagus loh kasih percaya,Positif
  aslina untung sanes penggemar timnas. eehhh,aslina untung sanes gemar timnas eh,Netral
 timnas loee noh udahh diisi bule pemain mls masih aja dijebol 4 wkwkwkw,timnas loee noh isi bule main malas jebol 4 wkwkwkw,Negatif
  kemaren pas pelan2 timnas dihujat mulu bang afc aja ga menang2 kata kumpulan klean.,kemarin pas pelan2 timnas hujat melulu abang afc menang2 kumpul klean,Negatif
udah cuy ga perlu salah-salahan pertandingan tadi udh clear bgt loh. timnas udh main bagus aplg di awal2 bahkan nyaris gol tp emg eksekusinya kurang. ya mau gimana lg emg timnas masih dlm proses ga mungkin bisa nyalahin jepang yg udh gacor dari lama. kl menang berarti ya hoki,cuy salahsalahan tanding clear banget loh timnas main bagus aplg awal gol eksekusi iya timnas proses salah jepang gacor menang iya hoki,Positif
apapun hasilnya ga ada yg bisa meng counter rasa bangga gue buat orang2 yg udah rela berjuang buat banggain negara terima kasih sudah membersamai timnas indonesia dalam perjalanan meraih mimpi ke piala dunia ini temen2 fly high garuda kuuuðÿ‡®ðÿ‡©,apa hasil meng counter bangga orang rela juang bangga negara terima kasih sama timnas indonesia jalan raih mimpi piala dunia teman fly high garuda kuuu,Positif
berapa ranking fifa timnas indonesia usai takluk dengan jepang di kualifikasi piala dunia 2026? ternyata disalip tetangga! #timnasday yaah kalah disalip tetangga bro pushrank nya losestreak gagal winstreak https://t.co/kxwvceenrz,ranking fifa timnas indonesia takluk jepang kualifikasi piala dunia 2026 salip tetangga iya kalah salip tetangga saudara laki pushrank iya losestreak gagal winstreak,Negatif
timnas bola ðÿ‡²ðÿ‡¨ keren malam ini..,timnas bola keren malam,Negatif
apa yg bikin timnas indo spesial di laga vs jepang kali ini?? ada yg sadar? yuup... ga ada kartu kuning dari kantong wasit... karna dari md 1 selalu ada aja kartu kuning yg keluar dari wasit #timnasday,bikin timnas indonesia spesial laga vs jepang kali sadar yuup kartu kuning kantong wasit md 1 kartu kuning wasit,Negatif
aku bangga banget sama pemain timnas mau peluk satu satu kalian loh luar biasa guys jangan sedih semangat!,bangga banget main timnas peluk loh teman sedih semangat,Netral
kalau timnas g lulus ronde 4 thats ok timnas kita ini baru dibangun kemarin2 itu gtw timnas apaan gue bakal dukung naturalisasi terus as the year goes on mereka bakal ounya chemistry kok bukan 2026 pildun kita 2030 ye soptimis,timnas lulus ronde 4 thats ok timnas bangun kemarin2 timnas dukung naturalisasi as the year goes on ounya chemistry 2026 pildun 2030 ye soptimis,Positif
 gawang timnas kebobolan,gawang timnas bobol,Negatif
   skrg prtsnyaan gw ngapaen harepin dia d panggil knvb? klo dia mau milih indonesia..lu warga negara mana jir? klo iti bagus buat timnas indonesia peduli apa dengan federasi lain,prtsnyaan ngapaen harepin panggil knvb pilih indonesialu warga negara anjing iti bagus timnas indonesia peduli federasi,Negatif
yg salah itu ekspetasi kita timnas debutan di round 3 chemistry pemain masih baru semua lawannya timnas yg isinya udah jdi andalan klub ternama di eropa. kalah segitu udah bagus drpd dlu smpe 10-0. perjalanan timnas kita masih panjang buat dominasi asia.,salah ekspetasi timnas debut round 3 chemistry main lawan timnas isi andal klub nama eropa kalah segitu bagus 100 jalan timnas dominasi asia,Negatif
diliat2 ekspetasi orang ke timnas indonesia ini mirip sama kaya pens emyu,diliat2 ekspetasi orang timnas indonesia kayak pens emyu,Negatif
 baru dari sana kita ambil bibit2 buat timnas. and then we'll talk.,ambil bibit2 timnas and then well talk,Negatif
 waow ternyata pengamat timnas,waow amat timnas,Positif
apa benar aff udh bukan levelnya timnas lagi? kayaknya perlu dibuktikan dulu. mampu gak menjadi juara di aff?,aff level timnas kayak bukti juara aff,Negatif
berharap timnas menang lawan jepang itu kayak berharap oshimu itu gak punya pacar.,harap timnas menang lawan jepang kayak harap oshimu pacar,Negatif
 gak juga sih sebenernya bisa imbang aja alhamdulillah banget tapi ya pada akhirnya kelas juga yg berbicara memang masih jauh kelasnya timnas kita sama timnas jepang semoga hasil ini bisa jadi bahan evaluasi aja sih kedepannya buat memperbaiki kekurangan2 yg ada di timnas,sih imbang alhamdulillah banget iya kelas bicara kelas timnas timnas jepang moga hasil bahan evaluasi sih depan baik kekurangan2 timnas,Positif
menurutku timnas ðÿ‡®ðÿ‡© mulai dijadikan musuh oleh jepang.. itu keren!! melawan jepang sebaiknya kita jangan takut/tetap terus menyerang dan harus cepat bertransisi bertahan tahun depan kita harus bisa mengalahkan mereka.. terima kasih atas kerja keras semua pihak,turut timnas jadi musuh jepang keren lawan jepang takuttetap serang cepat transisi tahan kalah terima kasih kerja keras,Negatif
gak papa apapun yang terjadi aku tetap peminat no 1 timnasðÿ‡®ðÿ‡© https://t.co/lazvla5gcp,papa apa minat no 1 timnas,Netral
  lha ya buat kedalaman skuad timnas itu yg di naturalisasi yg udh mateng pada usia emas 2-3 lgi bakal habis sdngkan eliano masih bisa berkembang jauh.,iya dalam skuad timnas naturalisasi mateng usia emas 23 habis sdngkan eliano kembang,Positif
 rumor naturalisasi menguat ole romeny nonton langsung timnas indonesia vs jepang bertanding! https://t.co/o6sorzrtqz,rumor naturalisasi kuat ole romeny tonton langsung timnas indonesia vs jepang tanding,Netral
    lah ngentot gw nonton full match timnas dikira apaan kalo ga dukung. gw juga ngomong fakta kalo ragnar bukan striker playstyle no 9. mau timnasnya level up kok anti kritik.,ngentot tonton full match timnas dukung omong fakta ragnar striker playstyle no 9 timnasnya level up anti kritik,Negatif
 kalo dia aja ikut pusing nonton timnas itu artinya hati nya udh merah putih guys,pusing tonton timnas hati iya merah putih teman,Negatif
mendadak pada realistis lagi. udah lama gak liat supprter timnas realistis ;)),dadak realistis lihat supprter timnas realistis,Positif
   resiko pemain medioker dipanggil timnas ya begitu. cepat tergeser karena untuk datang ke indo aja minimal 2 minggu absen di klub,resiko main medioker panggil timnas iya cepat geser indonesia minimal 2 minggu absen klub,Negatif
  akun gede bang wkwk sebelum match timnas selalu posting timnas dh jago timnas level eropa overproud juga. jadinya kan banyak fans yg tergiring dan kebakaran jenggot. kalo kalah jadinya fans ini nyalahin ini itu nyalahin pemain juga.,akun gede abang wkwk match timnas posting timnas deh jago timnas level eropa overproud fan giring bakar jenggot kalah fan salah salah main,Negatif
 buat pendukung timnas jangan mencari cari kesalahan pemai dan dijadikan kambing hitam atas kekalahan in. yang tugasnya mencari kesalahan adalah pelatih dan jajaran timnas.,dukung timnas cari cari salah mai jadi kambing hitam kalah tugas cari salah latih jajar timnas,Negatif
indonesia masih ada perlawanan terhadap jepang hanya kurang efektif ketika ada peluang. tetap bangga dan support terus koreo dari ultras timnas kerenðÿ‡®ðÿ‡© #timnasday,indonesia lawan jepang efektif peluang bangga support koreo ultras timnas keren,Positif
timnas gasalah sty gasalah gbk gasalah hujan gamasalah yang salah ekspektasi aja terlalu tinggi buset biasa maen ama dik malay ini lawan sepuh pildun,timnas salah sty salah gbk salah hujan gamasalah salah ekspektasi buset main dik malay lawan sepuh pildun,Negatif
danramil 05/pasar kliwon nonton bareng sekaligus laksanakan pengamanan sepak bola timnas indonesia vs timnas jepang dalam rangka world cup qualifiers 2026. jumat tanggal 15 november 2024 pukul 19.00 wib. https://t.co/othwo3gf8s,danramil 05pasar kliwon tonton bareng laksana aman sepak bola timnas indonesia vs timnas jepang rangka world cup qualifiers 2026 jumat tanggal 15 november 2024 1900 wib,Negatif
peluang timnas indonesia untuk lolos ke piala dunia masih terbuka lebar meski saat ini indonesia menjadi juru kunci grup c karena hanya berjarak 3 poin dari runner-up grup c. syaratnya indonesia harus menang dalam 3 pertandingan kandang: vs arab saudi vs bahrain vs china https://t.co/rfnaabgxs4,peluang timnas indonesia lolos piala dunia buka lebar indonesia juru kunci grup sih jarak 3 poin runnerup grup sih syarat indonesia menang 3 tanding kandang vs arab saudi vs bahrain vs china,Netral
   sejak melihat eliano dibeginikan.. jauh2 terbang dari belanda..memenuhi panggilan timnas.. masuk cadangan saja tidak.... gimana hati nuraninya... nyatanya kalau alasan taktik.... lihat tuch kalah telak...,eliano begini jauh2 terbang belandamemenuhi panggil timnas masuk cadang hati nurani alas taktik lihat tuh kalah telak,Negatif
 kalah menang tetap timnas dan jangan pecat sty pak ,kalah menang timnas pecat sty,Negatif
tadi nonton timnas indo lawan jepang tapi aku malah bayangin kalau skz konser di sana keren banget ya...,tonton timnas indonesia lawan jepang bayang skz konser keren banget iya,Positif
 sty masih yang terbaik untuk timnas sejauh ini,sty baik timnas,Netral
ditampar realita. jadi tidak perlu meninggikan realita ya pemain timnas kita levelnya bulan reguler di timâ² gede eropa jadi stop ber-ekspetasi tinggi. waktunya fokus untuk hasil maksimal disisa laga selanjtunya.,tampar realita tinggi realita iya main timnas level reguler tim gede eropa stop berekspetasi fokus hasil maksimal sisa laga selanjtunya,Netral
